subject_id	object_id	object_id	predicate_id	predicate_id	mapping_justification	mapping_justification	match_string	mapping_tool	mapping_date
HP:0032252	NCIT:C3064	mesh:D006099	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018188	umls_ingest	2023-11-27
HP:0100647	NCIT:C3071	mesh:D006111	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018213	umls_ingest	2023-11-27
HP:0000771	NCIT:C3073	mesh:D006177	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018418	umls_ingest	2023-11-27
HP:0000738	NCIT:C37961	mesh:D006212	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018524	umls_ingest	2023-11-27
HP:0001822	NCIT:C34658	mesh:D006215	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018536	umls_ingest	2023-11-27
HP:0010566	NCIT:C3075	mesh:D006222	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018552	umls_ingest	2023-11-27
HP:0003193	NCIT:C92188	mesh:D006255	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018621	umls_ingest	2023-11-27
HP:0012395	NCIT:C92188	mesh:D006255	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018621	umls_ingest	2023-11-27
HP:0012288	NCIT:C3077	mesh:D006258	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018671	umls_ingest	2023-11-27
HP:0002315	NCIT:C34661	mesh:D006261	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018681	umls_ingest	2023-11-27
HP:0032319	NCIT:C16669	mesh:D006304	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018759	umls_ingest	2023-11-27
HP:0000405	NCIT:C27645	mesh:D006314	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018777	umls_ingest	2023-11-27
HP:0005101	NCIT:C34663	mesh:D006316	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018780	umls_ingest	2023-11-27
HP:0000407	NCIT:C26739	mesh:D006319	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018784	umls_ingest	2023-11-27
HP:0001695	NCIT:C50479	mesh:D006323	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018790	umls_ingest	2023-11-27
HP:0001627	NCIT:C34666	mesh:D006330	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018798	umls_ingest	2023-11-27
HP:0001640	NCIT:C61453	mesh:D006332	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018800	umls_ingest	2023-11-27
HP:0001635	NCIT:C50577	mesh:D006333	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018801	umls_ingest	2023-11-27
HP:0001635	NCIT:C3080	mesh:D006333	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018802	umls_ingest	2023-11-27
HP:0030148	NCIT:C84480	mesh:D006337	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018808	umls_ingest	2023-11-27
HP:0100544	NCIT:C3081	mesh:D006338	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018809	umls_ingest	2023-11-27
HP:0001671	NCIT:C84482	mesh:D006343	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018816	umls_ingest	2023-11-27
HP:0001631	NCIT:C84473	mesh:D006344	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018817	umls_ingest	2023-11-27
HP:0001629	NCIT:C84506	mesh:D006345	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018818	umls_ingest	2023-11-27
HP:0001654	NCIT:C45525	mesh:D006349	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018824	umls_ingest	2023-11-27
HP:0002020	NCIT:C34670	mesh:D006356	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018834	umls_ingest	2023-11-27
HP:0020195	NCIT:C3083	mesh:D006362	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018854	umls_ingest	2023-11-27
HP:0020082	NCIT:C34672	mesh:D006366	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018871	umls_ingest	2023-11-27
HP:0001028	NCIT:C3085	mesh:D006391	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018916	umls_ingest	2023-11-27
HP:0001048	NCIT:C3086	mesh:D006392	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018920	umls_ingest	2023-11-27
HP:0200058	NCIT:C3088	mesh:D006394	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018923	umls_ingest	2023-11-27
HP:0002248	NCIT:C37964	mesh:D006396	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018926	umls_ingest	2023-11-27
HP:0002573	NCIT:C98936	mesh:D006471	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018932	umls_ingest	2023-11-27
HP:0001871	NCIT:C26323	mesh:D006402	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018939	umls_ingest	2023-11-27
HP:0100309	NCIT:C116585	mesh:D006408	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018946	umls_ingest	2023-11-27
HP:0100309	NCIT:C50759	mesh:D006408	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018946	umls_ingest	2023-11-27
HP:0000790	NCIT:C3090	mesh:D006417	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018965	umls_ingest	2023-11-27
HP:0012377	NCIT:C118731	mesh:D006423	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018979	umls_ingest	2023-11-27
HP:0001269	NCIT:C122583	mesh:D010291	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018989	umls_ingest	2023-11-27
HP:0002301	NCIT:C64329	mesh:D006429	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0018991	umls_ingest	2023-11-27
HP:0011903	NCIT:C185499	mesh:D006447	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019026	umls_ingest	2023-11-27
HP:0003641	NCIT:C34677	mesh:D006456	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019048	umls_ingest	2023-11-27
HP:0005575	NCIT:C75545	mesh:D006463	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019061	umls_ingest	2023-11-27
HP:0011851	NCIT:C111644	mesh:D010490	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019064	umls_ingest	2023-11-27
HP:0011854	NCIT:C27138	mesh:D006465	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019065	umls_ingest	2023-11-27
HP:0002105	NCIT:C3094	mesh:D006469	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019079	umls_ingest	2023-11-27
HP:0032551	NCIT:C26792	mesh:D006484	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019112	umls_ingest	2023-11-27
HP:0012151	NCIT:C50582	mesh:D006491	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019123	umls_ingest	2023-11-27
HP:0002480	NCIT:C79596	mesh:D006501	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019151	umls_ingest	2023-11-27
HP:0012115	NCIT:C3095	mesh:D006505	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019158	umls_ingest	2023-11-27
HP:0200123	NCIT:C82978	mesh:D006521	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019189	umls_ingest	2023-11-27
HP:0002240	NCIT:C3100	mesh:D006529	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019209	umls_ingest	2023-11-27
HP:0100790	NCIT:C34685	mesh:D006547	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019270	umls_ingest	2023-11-27
HP:0100541	NCIT:C34689	mesh:D006550	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019288	umls_ingest	2023-11-27
HP:0000023	NCIT:C34690	mesh:D006552	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019294	umls_ingest	2023-11-27
HP:0001537	NCIT:C118375	mesh:D006554	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019322	umls_ingest	2023-11-27
HP:0002933	NCIT:C118313	mesh:D006555	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019326	umls_ingest	2023-11-27
HP:0033517	NCIT:C34694	mesh:D006556	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019337	umls_ingest	2023-11-27
HP:0100247	NCIT:C37966	mesh:D006606	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019521	umls_ingest	2023-11-27
HP:0002827	NCIT:C34698	mesh:D006617	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019554	umls_ingest	2023-11-27
HP:0002251	NCIT:C34700	mesh:D006627	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019569	umls_ingest	2023-11-27
HP:0001007	NCIT:C61444	mesh:D006628	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019572	umls_ingest	2023-11-27
HP:0100727	NCIT:C3106	mesh:D015614	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019618	umls_ingest	2023-11-27
HP:0032256	NCIT:C77201	mesh:D006660	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019655	umls_ingest	2023-11-27
HP:0012077	NCIT:C92634	mesh:D006677	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019681	umls_ingest	2023-11-27
HP:0001609	NCIT:C47813	mesh:D006685	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019825	umls_ingest	2023-11-27
HP:0012189	NCIT:C26956	mesh:D006689	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019829	umls_ingest	2023-11-27
HP:0012189	NCIT:C6914	mesh:D006689	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019829	umls_ingest	2023-11-27
HP:0012189	NCIT:C9357	mesh:D006689	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019829	umls_ingest	2023-11-27
HP:0002156	NCIT:C84765	mesh:D006712	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019880	umls_ingest	2023-11-27
HP:0010606	NCIT:C118722	mesh:D006726	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019917	umls_ingest	2023-11-27
HP:0002277	NCIT:C28155	mesh:D006732	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0019937	umls_ingest	2023-11-27
HP:0041055	NCIT:C26795	mesh:D006810	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020162	umls_ingest	2023-11-27
HP:0032192	NCIT:C3110	mesh:D006828	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020217	umls_ingest	2023-11-27
HP:0001561	NCIT:C92848	mesh:D006831	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020224	umls_ingest	2023-11-27
HP:0002324	NCIT:C98949	mesh:D006832	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020225	umls_ingest	2023-11-27
HP:0032381	NCIT:C84766	mesh:D006837	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020241	umls_ingest	2023-11-27
HP:0000238	NCIT:C3111	mesh:D006849	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020255	umls_ingest	2023-11-27
HP:0000126	NCIT:C26796	mesh:D006869	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020295	umls_ingest	2023-11-27
HP:0001789	NCIT:C84767	mesh:D015160	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020305	umls_ingest	2023-11-27
HP:0011920	NCIT:C116338	mesh:D006876	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020312	umls_ingest	2023-11-27
HP:0000859	NCIT:C113213	mesh:D006929	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020428	umls_ingest	2023-11-27
HP:0012534	NCIT:C34703	mesh:D006930	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020429	umls_ingest	2023-11-27
HP:0002150	NCIT:C114707	mesh:D053565	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020438	umls_ingest	2023-11-27
HP:0012416	NCIT:C122721	mesh:D006935	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020440	umls_ingest	2023-11-27
HP:0012188	NCIT:C87084	mesh:D006939	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020450	umls_ingest	2023-11-27
HP:0100963	NCIT:C116376	mesh:D006941	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020453	umls_ingest	2023-11-27
HP:0010702	NCIT:C34705	mesh:D006942	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020455	umls_ingest	2023-11-27
HP:0003074	NCIT:C26797	mesh:D006943	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020456	umls_ingest	2023-11-27
HP:0000975	NCIT:C78345	mesh:D006945	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020458	umls_ingest	2023-11-27
HP:0002153	NCIT:C37968	mesh:D006947	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020461	umls_ingest	2023-11-27
HP:0003077	NCIT:C34707	mesh:D006949	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020473	umls_ingest	2023-11-27
HP:0008158	NCIT:C35637	mesh:D006950	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020474	umls_ingest	2023-11-27
HP:0010980	NCIT:C34709	mesh:D006951	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020476	umls_ingest	2023-11-27
HP:0100774	NCIT:C34712	mesh:D015576	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020492	umls_ingest	2023-11-27
HP:0004438	NCIT:C84772	mesh:D006957	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020494	umls_ingest	2023-11-27
HP:0000843	NCIT:C48259	mesh:D006961	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020502	umls_ingest	2023-11-27
HP:0000867	NCIT:C113335	mesh:D006962	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020503	umls_ingest	2023-11-27
HP:0002591	NCIT:C118180	mesh:D006963	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020505	umls_ingest	2023-11-27
HP:0012393	NCIT:C3114	mesh:D006967	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020517	umls_ingest	2023-11-27
HP:0001971	NCIT:C34714	mesh:D006971	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020532	umls_ingest	2023-11-27
HP:0000316	NCIT:C34715	mesh:D006972	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020534	umls_ingest	2023-11-27
HP:0000822	NCIT:C3117	mesh:D006973	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020538	umls_ingest	2023-11-27
HP:0001409	NCIT:C3119	mesh:D006975	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020541	umls_ingest	2023-11-27
HP:0100817	NCIT:C85044	mesh:D006978	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020545	umls_ingest	2023-11-27
HP:0000836	NCIT:C3123	mesh:D006980	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020550	umls_ingest	2023-11-27
HP:0000998	NCIT:C79597	mesh:D006983	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020555	umls_ingest	2023-11-27
HP:0025586	NCIT:C34716	mesh:D013285	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020575	umls_ingest	2023-11-27
HP:0002883	NCIT:C50590	mesh:D006985	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020578	umls_ingest	2023-11-27
HP:0033748	NCIT:C50445	mesh:D006987	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020580	umls_ingest	2023-11-27
HP:0011886	NCIT:C50592	mesh:D006988	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020581	umls_ingest	2023-11-27
HP:0002901	NCIT:C37973	mesh:D006996	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020598	umls_ingest	2023-11-27
HP:0000668	NCIT:C171426	mesh:D000848	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020608	umls_ingest	2023-11-27
HP:0001943	NCIT:C3126	mesh:D007003	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020615	umls_ingest	2023-11-27
HP:0000135	NCIT:C9227	mesh:D007006	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020619	umls_ingest	2023-11-27
HP:0000966	NCIT:C34718	mesh:D007007	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020620	umls_ingest	2023-11-27
HP:0002900	NCIT:C37974	mesh:D007008	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020621	umls_ingest	2023-11-27
HP:0002902	NCIT:C37976	mesh:D007010	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020625	umls_ingest	2023-11-27
HP:0000829	NCIT:C78350	mesh:D007011	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020626	umls_ingest	2023-11-27
HP:0040075	NCIT:C62591	mesh:D007018	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020635	umls_ingest	2023-11-27
HP:0002615	NCIT:C3128	mesh:D007022	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020649	umls_ingest	2023-11-27
HP:0001278	NCIT:C84970	mesh:D007024	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020651	umls_ingest	2023-11-27
HP:0002045	NCIT:C50523	mesh:D007035	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020672	umls_ingest	2023-11-27
HP:0002045	NCIT:C78351	mesh:D007035	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020672	umls_ingest	2023-11-27
HP:0000821	NCIT:C26800	mesh:D007037	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020676	umls_ingest	2023-11-27
HP:0031274	NCIT:C50596	mesh:D012769	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020683	umls_ingest	2023-11-27
HP:0003264	NCIT:C61270	mesh:D009081	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020725	umls_ingest	2023-11-27
HP:0008064	NCIT:C84776	mesh:D007057	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020757	umls_ingest	2023-11-27
HP:0032564	NCIT:C84782	mesh:D007079	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0020877	umls_ingest	2023-11-27
HP:0002721	NCIT:C3131	mesh:D007153	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0021051	umls_ingest	2023-11-27
HP:0002721	NCIT:C39725	mesh:D007153	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0021051	umls_ingest	2023-11-27
HP:0020194	NCIT:C3132	mesh:D007161	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0021071	umls_ingest	2023-11-27
HP:0100710	NCIT:C93213	mesh:D007175	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0021125	umls_ingest	2023-11-27
HP:0031218	NCIT:C3988	mesh:D007177	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0021141	umls_ingest	2023-11-27
HP:0046503	NCIT:C78433	mesh:D007989	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0021177	umls_ingest	2023-11-27
HP:0000789	NCIT:C3836	mesh:D007246	oboinowl:hasDbXref	oboinowl:hasDbXref	sempav:UnspecifiedMatching	sempav:UnspecifiedMatching	umls:C0021359	umls_ingest	2023-11-27
